body,head,head_bone,eye_nodes,eye_x,eye_y,eye_z,eyel_x,eyer_x,camerahook_x,camerahook_y,camerahook_z,headhook_x,headhook_y,headhook_z,ipd,note
PFBCM,PFHA03,headhook,eyeLA/eyeRA,-0.00014,0.05984,1.59483,-0.03197,0.03169,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06366,
PFBDM,PFHA03,headhook,eyeLA/eyeRA,-0.00014,0.05984,1.59483,-0.03197,0.03169,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06366,
PFBEM,PFHA03,headhook,eyeLA/eyeRA,-0.00014,0.05984,1.59483,-0.03197,0.03169,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06366,
PFBFM,PFHA03,headhook,eyeLA/eyeRA,-0.00014,0.05984,1.59483,-0.03197,0.03169,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06366,
PFBGM,PFHA03,headhook,eyeLA/eyeRA,-0.00014,0.05984,1.59483,-0.03197,0.03169,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06366,
PFBHM,PFHA03,headhook,eyeLA/eyeRA,-0.00014,0.05984,1.59483,-0.03197,0.03169,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06366,
PFBIM,PFHA03,headhook,eyeLA/eyeRA,-0.00074,0.07977,1.59411,-0.03257,0.03109,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.06366,
PFBJM,PFHA03,headhook,eyeLA/eyeRA,-0.00014,0.05984,1.59483,-0.03197,0.03169,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06366,
PFBKM,PFHA03,headhook,eyeLA/eyeRA,0.00142,0.06030,1.59483,-0.03041,0.03325,0.00217,0.13053,1.59312,0.00156,0.00046,1.45000,0.06366,
PFBL,PFHA03,headhook,eyeLA/eyeRA,-0.00137,0.06022,1.59938,-0.03320,0.03046,0.00024,0.07801,1.60037,-0.00123,0.00038,1.45455,0.06366,
PFBMM,PFHA03,headhook,eyeLA/eyeRA,-0.00292,0.06175,1.59411,-0.03475,0.02891,-0.00227,0.14453,1.58149,-0.00278,0.00191,1.44928,0.06366,
PFBNM,PFHA03,headhook,eyeLA/eyeRA,-0.00074,0.07977,1.59411,-0.03257,0.03109,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.06366,
PFBAM,PFHA04,headhook,eyeLA/eyeRA,-0.00008,0.06000,1.58925,-0.03008,0.02992,0.00059,-0.02273,1.53816,-0.00008,-0.00000,1.44925,0.06000,
N_CommF,PFHA04,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,0.00184,1.55492,-0.00000,-0.00000,1.45000,0.06000,
PFBCM,PFHA04,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBDM,PFHA04,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBEM,PFHA04,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBFM,PFHA04,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBGM,PFHA04,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBHM,PFHA04,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBIM,PFHA04,headhook,eyeLA/eyeRA,-0.00060,0.07993,1.58928,-0.03060,0.02940,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.06000,
PFBJM,PFHA04,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBKM,PFHA04,headhook,eyeLA/eyeRA,0.00156,0.06046,1.59000,-0.02844,0.03156,0.00217,0.13053,1.59312,0.00156,0.00046,1.45000,0.06000,
PFBL,PFHA04,headhook,eyeLA/eyeRA,-0.00123,0.06038,1.59455,-0.03123,0.02877,0.00024,0.07801,1.60037,-0.00123,0.00038,1.45455,0.06000,
PFBMM,PFHA04,headhook,eyeLA/eyeRA,-0.00278,0.06191,1.58928,-0.03278,0.02722,-0.00227,0.14453,1.58149,-0.00278,0.00191,1.44928,0.06000,
PFBNM,PFHA04,headhook,eyeLA/eyeRA,-0.00060,0.07993,1.58928,-0.03060,0.02940,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.06000,
PFBAM,PFHA05,headhook,eyeLA/eyeRA,0.00182,0.05792,1.58505,-0.02682,0.03045,0.00059,-0.02273,1.53816,-0.00008,-0.00000,1.44925,0.05727,
N_CommF,PFHA05,headhook,eyeLA/eyeRA,0.00190,0.05792,1.58580,-0.02674,0.03053,0.00061,0.00184,1.55492,-0.00000,-0.00000,1.45000,0.05727,
PFBCM,PFHA05,headhook,eyeLA/eyeRA,0.00190,0.05792,1.58580,-0.02674,0.03053,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05727,
PFBDM,PFHA05,headhook,eyeLA/eyeRA,0.00190,0.05792,1.58580,-0.02674,0.03053,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05727,
PFBEM,PFHA05,headhook,eyeLA/eyeRA,0.00190,0.05792,1.58580,-0.02674,0.03053,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05727,
PFBFM,PFHA05,headhook,eyeLA/eyeRA,0.00190,0.05792,1.58580,-0.02674,0.03053,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05727,
PFBGM,PFHA05,headhook,eyeLA/eyeRA,0.00190,0.05792,1.58580,-0.02674,0.03053,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05727,
PFBHM,PFHA05,headhook,eyeLA/eyeRA,0.00190,0.05792,1.58580,-0.02674,0.03053,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05727,
PFBIM,PFHA05,headhook,eyeLA/eyeRA,0.00130,0.07785,1.58508,-0.02734,0.02993,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.05727,
PFBJM,PFHA05,headhook,eyeLA/eyeRA,0.00190,0.05792,1.58580,-0.02674,0.03053,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05727,
PFBKM,PFHA05,headhook,eyeLA/eyeRA,0.00345,0.05838,1.58580,-0.02518,0.03209,0.00217,0.13053,1.59312,0.00156,0.00046,1.45000,0.05727,
PFBL,PFHA05,headhook,eyeLA/eyeRA,0.00067,0.05830,1.59035,-0.02797,0.02930,0.00024,0.07801,1.60037,-0.00123,0.00038,1.45455,0.05727,
PFBMM,PFHA05,headhook,eyeLA/eyeRA,-0.00088,0.05983,1.58508,-0.02952,0.02775,-0.00227,0.14453,1.58149,-0.00278,0.00191,1.44928,0.05727,
PFBNM,PFHA05,headhook,eyeLA/eyeRA,0.00130,0.07785,1.58508,-0.02734,0.02993,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.05727,
PFBAM,PFHB01,headhook,eyeLA/eyeRA,-0.00011,0.06414,1.58840,-0.02817,0.02795,0.00059,-0.02273,1.53816,-0.00008,-0.00000,1.44925,0.05613,
N_CommF,PFHB01,headhook,eyeLA/eyeRA,-0.00003,0.06414,1.58915,-0.02810,0.02803,0.00061,0.00184,1.55492,-0.00000,-0.00000,1.45000,0.05613,
PFBCM,PFHB01,headhook,eyeLA/eyeRA,-0.00003,0.06414,1.58915,-0.02810,0.02803,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05613,
PFBDM,PFHB01,headhook,eyeLA/eyeRA,-0.00003,0.06414,1.58915,-0.02810,0.02803,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05613,
PFBEM,PFHB01,headhook,eyeLA/eyeRA,-0.00003,0.06414,1.58915,-0.02810,0.02803,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05613,
PFBFM,PFHB01,headhook,eyeLA/eyeRA,-0.00003,0.06414,1.58915,-0.02810,0.02803,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05613,
PFBGM,PFHB01,headhook,eyeLA/eyeRA,-0.00003,0.06414,1.58915,-0.02810,0.02803,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05613,
PFBHM,PFHB01,headhook,eyeLA/eyeRA,-0.00003,0.06414,1.58915,-0.02810,0.02803,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05613,
PFBIM,PFHB01,headhook,eyeLA/eyeRA,-0.00063,0.08407,1.58843,-0.02870,0.02743,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.05613,
PFBJM,PFHB01,headhook,eyeLA/eyeRA,-0.00003,0.06414,1.58915,-0.02810,0.02803,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05613,
PFBKM,PFHB01,headhook,eyeLA/eyeRA,0.00152,0.06460,1.58915,-0.02654,0.02959,0.00217,0.13053,1.59312,0.00156,0.00046,1.45000,0.05613,
PFBL,PFHB01,headhook,eyeLA/eyeRA,-0.00126,0.06452,1.59370,-0.02933,0.02680,0.00024,0.07801,1.60037,-0.00123,0.00038,1.45455,0.05613,
PFBMM,PFHB01,headhook,eyeLA/eyeRA,-0.00281,0.06605,1.58843,-0.03088,0.02525,-0.00227,0.14453,1.58149,-0.00278,0.00191,1.44928,0.05613,
PFBNM,PFHB01,headhook,eyeLA/eyeRA,-0.00063,0.08407,1.58843,-0.02870,0.02743,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.05613,
PFBAM,PFHB02,headhook,eyeLA/eyeRA,-0.00008,0.06000,1.58925,-0.03008,0.02992,0.00059,-0.02273,1.53816,-0.00008,-0.00000,1.44925,0.06000,
N_CommF,PFHB02,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,0.00184,1.55492,-0.00000,-0.00000,1.45000,0.06000,
PFBCM,PFHB02,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBDM,PFHB02,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBEM,PFHB02,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBFM,PFHB02,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBGM,PFHB02,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBHM,PFHB02,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBIM,PFHB02,headhook,eyeLA/eyeRA,-0.00060,0.07993,1.58928,-0.03060,0.02940,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.06000,
PFBJM,PFHB02,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.59000,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBKM,PFHB02,headhook,eyeLA/eyeRA,0.00156,0.06046,1.59000,-0.02844,0.03156,0.00217,0.13053,1.59312,0.00156,0.00046,1.45000,0.06000,
PFBL,PFHB02,headhook,eyeLA/eyeRA,-0.00123,0.06038,1.59455,-0.03123,0.02877,0.00024,0.07801,1.60037,-0.00123,0.00038,1.45455,0.06000,
PFBMM,PFHB02,headhook,eyeLA/eyeRA,-0.00278,0.06191,1.58928,-0.03278,0.02722,-0.00227,0.14453,1.58149,-0.00278,0.00191,1.44928,0.06000,
PFBNM,PFHB02,headhook,eyeLA/eyeRA,-0.00060,0.07993,1.58928,-0.03060,0.02940,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.06000,
PFBAM,PFHB03,headhook,eyeLA/eyeRA,-0.00008,0.06000,1.58642,-0.03008,0.02992,0.00059,-0.02273,1.53816,-0.00008,-0.00000,1.44925,0.06000,
N_CommF,PFHB03,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.58717,-0.03000,0.03000,0.00061,0.00184,1.55492,-0.00000,-0.00000,1.45000,0.06000,
PFBCM,PFHB03,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.58717,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBDM,PFHB03,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.58717,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBEM,PFHB03,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.58717,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBFM,PFHB03,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.58717,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBGM,PFHB03,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.58717,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBHM,PFHB03,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.58717,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBIM,PFHB03,headhook,eyeLA/eyeRA,-0.00060,0.07993,1.58645,-0.03060,0.02940,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.06000,
PFBJM,PFHB03,headhook,eyeLA/eyeRA,-0.00000,0.06000,1.58717,-0.03000,0.03000,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.06000,
PFBKM,PFHB03,headhook,eyeLA/eyeRA,0.00156,0.06046,1.58717,-0.02844,0.03156,0.00217,0.13053,1.59312,0.00156,0.00046,1.45000,0.06000,
PFBL,PFHB03,headhook,eyeLA/eyeRA,-0.00123,0.06038,1.59172,-0.03123,0.02877,0.00024,0.07801,1.60037,-0.00123,0.00038,1.45455,0.06000,
PFBMM,PFHB03,headhook,eyeLA/eyeRA,-0.00278,0.06191,1.58645,-0.03278,0.02722,-0.00227,0.14453,1.58149,-0.00278,0.00191,1.44928,0.06000,
PFBNM,PFHB03,headhook,eyeLA/eyeRA,-0.00060,0.07993,1.58645,-0.03060,0.02940,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.06000,
PFBAM,PFHB04,headhook,eyeLA/eyeRA,0.00015,0.06549,1.59016,-0.02905,0.02935,0.00059,-0.02273,1.53816,-0.00008,-0.00000,1.44925,0.05840,
N_CommF,PFHB04,headhook,eyeLA/eyeRA,0.00023,0.06549,1.59091,-0.02897,0.02943,0.00061,0.00184,1.55492,-0.00000,-0.00000,1.45000,0.05840,
PFBCM,PFHB04,headhook,eyeLA/eyeRA,0.00023,0.06549,1.59091,-0.02897,0.02943,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05840,
PFBDM,PFHB04,headhook,eyeLA/eyeRA,0.00023,0.06549,1.59091,-0.02897,0.02943,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05840,
PFBEM,PFHB04,headhook,eyeLA/eyeRA,0.00023,0.06549,1.59091,-0.02897,0.02943,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05840,
PFBFM,PFHB04,headhook,eyeLA/eyeRA,0.00023,0.06549,1.59091,-0.02897,0.02943,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05840,
PFBGM,PFHB04,headhook,eyeLA/eyeRA,0.00023,0.06549,1.59091,-0.02897,0.02943,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05840,
PFBHM,PFHB04,headhook,eyeLA/eyeRA,0.00023,0.06549,1.59091,-0.02897,0.02943,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05840,
PFBIM,PFHB04,headhook,eyeLA/eyeRA,-0.00037,0.08542,1.59019,-0.02957,0.02883,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.05840,
PFBJM,PFHB04,headhook,eyeLA/eyeRA,0.00023,0.06549,1.59091,-0.02897,0.02943,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05840,
PFBKM,PFHB04,headhook,eyeLA/eyeRA,0.00179,0.06594,1.59091,-0.02741,0.03098,0.00217,0.13053,1.59312,0.00156,0.00046,1.45000,0.05840,
PFBL,PFHB04,headhook,eyeLA/eyeRA,-0.00100,0.06587,1.59545,-0.03020,0.02820,0.00024,0.07801,1.60037,-0.00123,0.00038,1.45455,0.05840,
PFBMM,PFHB04,headhook,eyeLA/eyeRA,-0.00255,0.06740,1.59019,-0.03175,0.02665,-0.00227,0.14453,1.58149,-0.00278,0.00191,1.44928,0.05840,
PFBNM,PFHB04,headhook,eyeLA/eyeRA,-0.00037,0.08542,1.59019,-0.02957,0.02883,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.05840,
PFBAM,PFHB05,headhook,eyeLA/eyeRA,0.00052,0.06389,1.59086,-0.02882,0.02986,0.00059,-0.02273,1.53816,-0.00008,-0.00000,1.44925,0.05868,
N_CommF,PFHB05,headhook,eyeLA/eyeRA,0.00060,0.06389,1.59161,-0.02874,0.02994,0.00061,0.00184,1.55492,-0.00000,-0.00000,1.45000,0.05868,
PFBCM,PFHB05,headhook,eyeLA/eyeRA,0.00060,0.06389,1.59161,-0.02874,0.02994,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05868,
PFBDM,PFHB05,headhook,eyeLA/eyeRA,0.00060,0.06389,1.59161,-0.02874,0.02994,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05868,
PFBEM,PFHB05,headhook,eyeLA/eyeRA,0.00060,0.06389,1.59161,-0.02874,0.02994,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05868,
PFBFM,PFHB05,headhook,eyeLA/eyeRA,0.00060,0.06389,1.59161,-0.02874,0.02994,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05868,
PFBGM,PFHB05,headhook,eyeLA/eyeRA,0.00060,0.06389,1.59161,-0.02874,0.02994,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05868,
PFBHM,PFHB05,headhook,eyeLA/eyeRA,0.00060,0.06389,1.59161,-0.02874,0.02994,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05868,
PFBIM,PFHB05,headhook,eyeLA/eyeRA,-0.00000,0.08382,1.59089,-0.02934,0.02934,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.05868,
PFBJM,PFHB05,headhook,eyeLA/eyeRA,0.00060,0.06389,1.59161,-0.02874,0.02994,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05868,
PFBKM,PFHB05,headhook,eyeLA/eyeRA,0.00215,0.06434,1.59161,-0.02718,0.03149,0.00217,0.13053,1.59312,0.00156,0.00046,1.45000,0.05868,
PFBL,PFHB05,headhook,eyeLA/eyeRA,-0.00063,0.06427,1.59616,-0.02997,0.02871,0.00024,0.07801,1.60037,-0.00123,0.00038,1.45455,0.05868,
PFBMM,PFHB05,headhook,eyeLA/eyeRA,-0.00218,0.06580,1.59089,-0.03152,0.02716,-0.00227,0.14453,1.58149,-0.00278,0.00191,1.44928,0.05868,
PFBNM,PFHB05,headhook,eyeLA/eyeRA,-0.00000,0.08382,1.59089,-0.02934,0.02934,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.05868,
PFBAM,PFHC01,headhook,eyeLA/eyeRA,-0.00008,0.06257,1.58858,-0.02652,0.02636,0.00059,-0.02273,1.53816,-0.00008,-0.00000,1.44925,0.05288,
N_CommF,PFHC01,headhook,eyeLA/eyeRA,-0.00000,0.06257,1.58933,-0.02644,0.02644,0.00061,0.00184,1.55492,-0.00000,-0.00000,1.45000,0.05288,
PFBCM,PFHC01,headhook,eyeLA/eyeRA,-0.00000,0.06257,1.58933,-0.02644,0.02644,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05288,
PFBDM,PFHC01,headhook,eyeLA/eyeRA,-0.00000,0.06257,1.58933,-0.02644,0.02644,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05288,
PFBEM,PFHC01,headhook,eyeLA/eyeRA,-0.00000,0.06257,1.58933,-0.02644,0.02644,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05288,
PFBFM,PFHC01,headhook,eyeLA/eyeRA,-0.00000,0.06257,1.58933,-0.02644,0.02644,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05288,
PFBGM,PFHC01,headhook,eyeLA/eyeRA,-0.00000,0.06257,1.58933,-0.02644,0.02644,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05288,
PFBHM,PFHC01,headhook,eyeLA/eyeRA,-0.00000,0.06257,1.58933,-0.02644,0.02644,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05288,
PFBIM,PFHC01,headhook,eyeLA/eyeRA,-0.00060,0.08250,1.58861,-0.02704,0.02584,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.05288,
PFBJM,PFHC01,headhook,eyeLA/eyeRA,-0.00000,0.06257,1.58933,-0.02644,0.02644,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05288,
PFBKM,PFHC01,headhook,eyeLA/eyeRA,0.00155,0.06302,1.58933,-0.02489,0.02800,0.00217,0.13053,1.59312,0.00156,0.00046,1.45000,0.05288,
PFBL,PFHC01,headhook,eyeLA/eyeRA,-0.00123,0.06295,1.59388,-0.02767,0.02521,0.00024,0.07801,1.60037,-0.00123,0.00038,1.45455,0.05288,
PFBMM,PFHC01,headhook,eyeLA/eyeRA,-0.00278,0.06448,1.58861,-0.02922,0.02366,-0.00227,0.14453,1.58149,-0.00278,0.00191,1.44928,0.05288,
PFBNM,PFHC01,headhook,eyeLA/eyeRA,-0.00060,0.08250,1.58861,-0.02704,0.02584,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.05288,
PFBAM,PFHC02,headhook,eyeLA/eyeRA,0.00064,0.05743,1.59403,-0.02485,0.02612,0.00059,-0.02273,1.53816,-0.00008,-0.00000,1.44925,0.05097,
N_CommF,PFHC02,headhook,eyeLA/eyeRA,0.00071,0.05743,1.59478,-0.02477,0.02620,0.00061,0.00184,1.55492,-0.00000,-0.00000,1.45000,0.05097,
PFBCM,PFHC02,headhook,eyeLA/eyeRA,0.00071,0.05743,1.59478,-0.02477,0.02620,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05097,
PFBDM,PFHC02,headhook,eyeLA/eyeRA,0.00071,0.05743,1.59478,-0.02477,0.02620,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05097,
PFBEM,PFHC02,headhook,eyeLA/eyeRA,0.00071,0.05743,1.59478,-0.02477,0.02620,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05097,
PFBFM,PFHC02,headhook,eyeLA/eyeRA,0.00071,0.05743,1.59478,-0.02477,0.02620,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05097,
PFBGM,PFHC02,headhook,eyeLA/eyeRA,0.00071,0.05743,1.59478,-0.02477,0.02620,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05097,
PFBHM,PFHC02,headhook,eyeLA/eyeRA,0.00071,0.05743,1.59478,-0.02477,0.02620,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05097,
PFBIM,PFHC02,headhook,eyeLA/eyeRA,0.00011,0.07736,1.59406,-0.02537,0.02560,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.05097,
PFBJM,PFHC02,headhook,eyeLA/eyeRA,0.00071,0.05743,1.59478,-0.02477,0.02620,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05097,
PFBKM,PFHC02,headhook,eyeLA/eyeRA,0.00227,0.05789,1.59478,-0.02322,0.02776,0.00217,0.13053,1.59312,0.00156,0.00046,1.45000,0.05097,
PFBL,PFHC02,headhook,eyeLA/eyeRA,-0.00052,0.05782,1.59933,-0.02600,0.02497,0.00024,0.07801,1.60037,-0.00123,0.00038,1.45455,0.05097,
PFBMM,PFHC02,headhook,eyeLA/eyeRA,-0.00206,0.05934,1.59406,-0.02755,0.02342,-0.00227,0.14453,1.58149,-0.00278,0.00191,1.44928,0.05097,
PFBNM,PFHC02,headhook,eyeLA/eyeRA,0.00011,0.07736,1.59406,-0.02537,0.02560,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.05097,
PFBAM,PFHC07,headhook,eyeLA/eyeRA,-0.00048,0.05751,1.59198,-0.02964,0.02868,0.00059,-0.02273,1.53816,-0.00008,-0.00000,1.44925,0.05832,
N_CommF,PFHC07,headhook,eyeLA/eyeRA,-0.00041,0.05751,1.59273,-0.02956,0.02875,0.00061,0.00184,1.55492,-0.00000,-0.00000,1.45000,0.05832,
PFBCM,PFHC07,headhook,eyeLA/eyeRA,-0.00041,0.05751,1.59273,-0.02956,0.02875,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05832,
PFBDM,PFHC07,headhook,eyeLA/eyeRA,-0.00041,0.05751,1.59273,-0.02956,0.02875,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05832,
PFBEM,PFHC07,headhook,eyeLA/eyeRA,-0.00041,0.05751,1.59273,-0.02956,0.02875,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05832,
PFBFM,PFHC07,headhook,eyeLA/eyeRA,-0.00041,0.05751,1.59273,-0.02956,0.02875,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05832,
PFBGM,PFHC07,headhook,eyeLA/eyeRA,-0.00041,0.05751,1.59273,-0.02956,0.02875,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05832,
PFBHM,PFHC07,headhook,eyeLA/eyeRA,-0.00041,0.05751,1.59273,-0.02956,0.02875,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05832,
PFBIM,PFHC07,headhook,eyeLA/eyeRA,-0.00100,0.07744,1.59201,-0.03016,0.02815,-0.00227,0.14453,1.58149,-0.00060,0.01993,1.44928,0.05832,
PFBJM,PFHC07,headhook,eyeLA/eyeRA,-0.00041,0.05751,1.59273,-0.02956,0.02875,0.00061,-0.02354,1.59312,-0.00000,-0.00000,1.45000,0.05832,
PFBKM,PFHC07,headhook,eyeLA/eyeRA,0.00115,0.05797,1.59273,-0.02801,0.03031,0.00217,0.13053,1.59312,0.00156,0.00046,1.45000,0.05832,
